"Item","Part No.","Description","Qty."
"1","00010219","Flexible coupling","1"
"2","00010661","Engine","1"
"3","00007540","Clamp","2"
"4","10025632","Hose","1"
"5","00010671","Pipe","1"
"6","50001592","Clamp","10"
"7","10025633","Hose","1"
"8","00000608","Washer  GB/T 97.1  8","29"
"9","00000609","Washer  GB/T 93  8","15"
"10","00000875","Bolt  GB/T 5783  M8×20","6"
"11","","Fuel system assembly (refer to 116.2)","1"
"12","10025630","Handle","1"
"13","00000623","Nut  GB/T 6182  M10","12"
"14","00000615","Washer  GB/T 97.1  10","30"
"15","00001041","Bolt  GB/T 5783  M10×40","1"
"16","10025631","Hose","1"
"17","00001063","Bolt  GB/T 5783  M8×16","1"
"18","00010622","Filter","1"
"19","00000620","Washer  GB/T 97.1  6","6"
"20","00000621","Washer  GB/T 93  6","6"
"21","00008512","Screw  GB/T 70.1  M6×10","2"
"22","00010620","Fuel pump","1"
"23","10025629","Hose","1"
"24","00000814","Washer  GB/T 97.1  12","15"
"25","00000815","Washer  GB/T 93  12","15"
"26","00006123","Bolt  GB/T 5786  M12×1.25×35","4"
"27","10025624","Mounting plate","1"
"28","10025628","Hose","1"
"29","00001162","Bolt  GB/T 5782  M8×60","1"
