"Item","Part No.","Description","Qty."
"29","00000204","8821-2525A  Bearing","2"
"30","10025800","Engine pivot mounting weldment","1"
"31","00002452","Bolt  GB/T 5783  M12×45","4"
"32","00000814","Washer  GB/T 97.1  12","4"
"33","00002601","Washer  GB/T 96.1  12","4"
"34","00001249","Nut  GB/T 6182  M12","4"
"35","00000582","895-25098  Pin","1"
"36","00000220","8902-10080  Pin","1"
"37","00000678","Bolt  GB/T 5783  M10×25","5"
"38","","Function manifold assembly (refer to 117.1)","1"
"39","00004485","Battery","1"
"40","00002000","Washer  GB/T 96.1  8","2"
"41","10024896","Plate","1"
"42","00000674","Bolt  GB/T 5783  M10×20","4"
"43","","Filter assembly (refer to 118.1)","1"
"44","00001028","Washer  GB/T 96.1  10","4"
"45","00000684","Bolt  GB/T 5783  M10×35","4"
"46","","Oil cooler assembly (refer to119.1)","1"
