"Item","Part No.","Description","Qty."
"1","10025520","Lower lift cylinder","1"
"2","00004592","Coil","1"
"3","00004591","Solenoid valve spool (SV16)","1"
"4","00003373","Counterbalance valve spool (CB1) (JCPT1523RTL)","1"
"","00003357","Counterbalance valve spool (CB1) (JCPT1823RTL)","1"
"5","00001660","O-ring  As568A 12.42×1.78","1"
"6","00001709","O-ring  As568A 15.54×2.62","1"
"7","00002999","Plug  SAE2","6"
"8","00001073","Plug  VSTI14×1.5ED","2"
"9","00010939","Valve body","1"
"10","10000404","Check valve (CV4)","1"
"11","00007393","Pressure sensor","1"
"12","00003135","Screw  GB/T 70.1  M8×70","3"
"13","00000609","Washer  GB/T 93  8","3"
"14","00000620","Washer  GB/T 97.1  6","2"
"15","00000621","Washer  GB/T 93  6","2"
"16","00000743","Bolt  GB/T 5783  M6×20","2"
"17","10018085","Protect cover","1"
"18","00002998","Plug  SAE4","1"
"19","00006190","Orifice    3/8-16_Φ2.0 (ORF4) (JCPT1523RTL)","1"
"","00010940","Orifice    3/8-16_Φ1.9 (ORF4) (JCPT1823RTL)","1"
"20","00001294","Straight fitting","2"
"21","00001834","Elbow (JCPT1523RTL)","2"
"","00001834","Elbow (JCPT1823RTL)","4"
"22","00001239","Tee fitting (JCPT1823RTL)","2"
"23","00008964","Seal kit","1"
