"Item","Part No.","Description","Qty."
"24","00000621","Washer  GB/T 93  6","4"
"25","00000774","Screw  GB/T 70.1  M6×20","2"
"26","10018000","Clamp","1"
"27","10018077","Hose","1"
"28","00008512","Screw  GB/T 70.1  M6×10","2"
"29","10006345","Fuel pump","1"
"30","00000609","Washer  GB/T 93  8","10"
"31","00000875","Bolt  GB/T 5783  M8×20","2"
"32","10003006","Hose","1"
"33","10003007","Hose","1"
"34","10003002","Fuel filter","1"
"--","10002978","Filter element","1"
"35","10002728","Fuel filter bracket","1"
"36","10025797","Engine swing tray weldment","1"
"37","10024887","Bumper bracket","1"
"38","10003009","Bumper","1"
"39","00002411","Screw  GB/T 70.1  M10×45","1"
"40","00000993","Bolt  GB/T 5783  M8×25","4"
"41","00002000","Washer  GB/T 96.1  8","2"
"42","10024918","Cover","1"
"43","00002162","Absorber","4"
"44","00000683","Bolt  GB/T 5783  M10×30","14"
"45","10002715","Engine bracket","1"
"46","10002714","Engine bracket","1"
"47","00002206","Relay","2"
"48","00000607","Screw  GB/T 818  M5×12 - H","2"
"49","00000606","Washer  GB/T 93  5","2"
"50","00000605","Washer  GB/T 97.1  5","2"
"51","","Pump assembly (refer to 120.1)","1"
