"№ п/п","Код мат-ла","Наименование и
спецификация","Кол-во
штук","Примечание"
"26","1040002463","Болт M10×40-8.8","2","GB/T5782-2000"
"27","1040300771","Шайба 6-200HV","28","GB/T97.1-2002"
"28","1040004517","Болт M8×16-8.8","8","GB/T5783-2000"
"29","1040100105","Винт M6×25-8.8","28","GB/T70.1-2000"
"30","1040200113","Гайка M10-8","22","GB/T6170-2000"
"31","00771101101801010","Круглая сталь","1",""
"32","00771101101801020","Панель","1",""
"33","1040200504","Гайка M10-8","2","GB/T889.1-2000"
"34","1040302489","Шайба 10-200HV","2","GB/T97.1-2002"
"35","1040201875","Гайка M10-8","6","GB/T889.1-2000"
"36","1109900766","Дверной замок","3",""
"37","00771101100001020","Монтажная панель
сердцевины замка","1",""
"38","1040004678","Болт останова двери
M10×70","2",""
"39","00771101102001020","Круглая сталь","2",""
"40","1040002435","Болт M10×35-8.8","6","GB/T5783-2000"
"41","00771101102001010","Плита держателя
правого заднего
замка","2",""
"42","1040002450","Болт M16×80-8.8","6","GB/T5783-2000"
"43","1040302492","Шайба 16-200HV","6","GB/T97.1-2002"
"44","00771101102800000","Кронштейн
держателя заднего
замка","2",""
"45","1040301502","Шайба 10","8","GB/T93-1987"
"46","1110100317","Пневматическая
пружина","4",""
"47","00771101102400000","Кронштейн
передней
пневматической
пружины","4",""
"48","1040004520","Болт M8×30-8.8","46","GB/T5783-2000"
"49","1040004511","Болт M12×30-8.8","12","GB/T5783-2000"
"50","1040301503","Шайба 12","24","GB/T93-1987"
"51","1040301031","Шайба 12-300HV","12","GB/T96.1-2002"
"52","1040302480","Шайба 8-200HV","28","GB/T96.1-2002"
"53","1101000089","Петля","8",""
"54","1040200503","Гайка M8-8","70","GB/T889.1-2000"
"55","1040004519","Болт M8×25-8.8","12","GB/T5783-2000"
"56","00771101100001040","Кронштейн
переднего капота","4",""
