"Item","Part No.","Description","Qty."
"1","10006029","Steer yoke weldment","1"
"2","00001316","Straight fitting","2"
"3","10005806","Steer cylinder (without seal kit)","1"
"--","00005085","Seal kit","1"
"4","00005079","892-14040  Pin","2"
"5","00000348","8812-141610  Bearing","4"
"6","00000980","Circlips  GB/T 894.1-14","2"
"7","00002051","Screw  GB/T 70.1  M8×16","2"
"8","00000609","Washer  GB/T 93  8","2"
"9","10004920","Washer","2"
"10","00000368","8812-252820  Bearing","2"
"11","10006031","Tie rod weldment","2"
"12","00000384","8832-26  Bearing","1"
"13","10006022","Steer yoke weldment","1"
"14","10000638","Cap","2"
"15","00000765","Screw  GB/T 70.3  M8×20","12"
"16","00005011","Bolt  GB/T 5786  M12×1.5×40","10"
"17","10014972","Wheel","2"
"18","00001884","Nut  GB/T 9459  M22×1.5","2"
"19","10023669","Washer","2"
"20","00001147","Bearing  32008  GB/T 297","2"
"21","10006040","Connection plate","2"
"22","00001148","Bearing  32010  GB/T 297","2"
"23","00005012","Seal  GB/T 13871.1 FB 60 85 8  Ⅲ","2"
"24","00001888","Cotter pin  GB/T 91  5×40","2"
"25","00005049","8831-6203  Bearing","2"
"26","00005047","8812-606545  Bearing","4"
"27","10006035","Spacer sleeve","2"
"28","10006034","Cover","2"
