"Item","Part No.","Description","Qty."
"1","00004901","Rotation motor","1"
"2","00002050","Screw  GB/T 70.1  M10×40","4"
"3","00000679","Washer  GB/T 93  10","4"
"4","00000615","Washer  GB/T 97.1  10","4"
"5","00001315","Straight fitting","3"
"6","10006148","Towline","1"
"7","","Turntable assembly (refer to 203.1)","1"
"8","00005016","Bolt  GB/T 5783  M18×35","6"
"9","00002225","Washer  GB/T 93  18","6"
"10","00002589","Washer  GB/T 97.1  18","6"
"11","00002712","Nut  GB/T 6170  M4","4"
"12","00000779","Washer  GB/T 93  4","4"
"13","00000778","Washer  GB/T 97.1  4","8"
"14","00000604","Screw  GB/T 70.1  M4×16","4"
"15","10006191","Towline bracket","1"
"16","00000818","Bolt  GB/T 5783  M6×16","4"
"17","00000621","Washer  GB/T 93  6","6"
"18","00000620","Washer  GB/T 97.1  6","12"
"19","10006192","Towline bracket","1"
"20","00005058","Bolt  GB/T 5786  M12×1.5×70","16"
"21","10006183","Gear ring","1"
"22","00005057","Bolt  GB/T 5786  M12×1.5×65","16"
"23","10006140","Protection board weldment","1"
"24","00001033","Nut  GB/T 6182  M6","6"
"25","10006144","Protection board weldment","1"
"26","10021572","Mast soleplate weldment","1"
"27","00001042","Screw  GB/T 70.1  M6×30","6"
"28","00002610","Tilt Sensor","1"
"29","00000876","Screw  GB/T 70.1  M6×16","3"
