"Item","Part Number","Description","Qty.","Remark"
"1","50008807","Support","1",""
"2","00001041","Bolt  GB/T 5783  M10 × 40","2",""
"3","00000679","Spring Washer  GB/T 93  10","2",""
"4","00001028","Flat Washer  GB/T 96.1  10","2",""
"5","00009256","Directional Valve Assembly (Refer to 3-21)","1",""
"6","92049154","Housing","1",""
"7","92101000","Housing","1",""
"8","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"9","00000621","Spring Washer  GB/T 93  6","4",""
"10","00002583","Flat Washer  GB/T 96.1  6","4",""
"11","00000875","Bolt  GB/T 5783  M8 × 20","4",""
"12","00000609","Spring Washer  GB/T 93  8","6",""
"13","00002000","Flat Washer  GB/T 96.1  8","4",""
"14","00001985","Bolt  GB/T 5782  M8 × 55","2",""
"15","00000608","Flat Washer  GB/T 97.1  8","2",""
