"Item","Part Number","Description","Qty.","Remark"
"1","09630224","Decal, Label-BA22CERT2","1","BA22CERT2"
"","09630225","Decal, Label-BA20CERT2","1","BA20CERT2"
"","09630226","Decal, Label-BA18CERT2","1","BA18CERT2"
"","09630227","Decal, Label-BA16CERT2","1","BA16CERT2"
"2","09310366","Decal, Instructions-Tie down point","4",""
"3","09320014","Decal, Instructions-Lift point","4",""
"4","09410117","Decal, Symbols-Crushing hazard","2",""
"5","09310207","Decal, Instructions-Maximum wheel load 
4520kg","4","BA22CERT2"
"","09310140","Decal, Instructions-Maximum wheel load 
4030kg","4","BA20CERT2 
BA18CERT2"
"","09310199","Decal, Instructions-Maximum wheel load 
3830kg","4","BA16CERT2"
"6","09310251","Decal, Instructions-Black arrow forward","1",""
"7","09310527","Decal, Notice-Check the hydraulic oil level","1",""
"8","09610194","Decal, Label-BA22CERT2","2","BA22CERT2"
"","09610195","Decal, Label-BA20CERT2","2","BA20CERT2"
"","09610196","Decal, Label-BA18CERT2","2","BA18CERT2"
"","09610197","Decal, Label-BA16CERT2","2","BA16CERT2"
"9","09410118","Decal, Symbols-Hand crushing hazard","4",""
"10","09410151","Decal, Warning-Emergency system 
overriding","1",""
"11","09910139","Decal, Label-22m","1","BA22CERT2"
"","09910140","Decal, Label-20m","1","BA20CERT2"
"","09910141","Decal, Label-18m","1","BA18CERT2"
"","09910142","Decal, Label-16m","1","BA16CERT2"
"12","09310250","Decal, Instructions-White arrow reverse","1",""
"13","09410244","Decal, Symbols-Slope rating","1","BA22CERT2"
"","09410245","Decal, Symbols-Slope rating","1","BA16CERT2 
BA18CERT2 
BA20CERT2"
"14","09410048","Decal, Symbols-Explosion/burn hazard","1",""
