"Item","Part Number","Description","Qty.","Remark"
"1","00000816","Bolt  GB/T 5783  M12 × 25","4",""
"2","00000815","Spring Washer  GB/T 93  12","4",""
"3","00002601","Flat Washer  GB/T 96.1  12","4",""
"4","00000743","Bolt  GB/T 5783  M6 × 20","20",""
"5","00000620","Flat Washer  GB/T 97.1  6","30",""
"6","92000359","Hinge","3",""
"7","00000678","Bolt  GB/T 5783  M10 × 25","6",""
"8","00000679","Spring Washer  GB/T 93  10","6",""
"9","00001028","Flat Washer  GB/T 96.1  10","2",""
"10","50008714","Cover","1",""
"11","50008871","Spring, Gas","2",""
"12","00001163","Nut  GB/T 6182  M8","5",""
"13","00000608","Flat Washer  GB/T 97.1  8","10",""
"14","92048979","Lock","2",""
"15","00006261","Bolt  GB/T 5783  M5 × 35","2",""
"16","00000688","Nut  GB/T 6170  M5","2",""
"17","00000875","Bolt  GB/T 5783  M8 × 20","8",""
"18","00000609","Spring Washer  GB/T 93  8","8",""
"19","00002000","Flat Washer  GB/T 96.1  8","8",""
"20","90015911","Level Indicator","1",""
"21","50008709","Cover","1",""
"22","00000621","Spring Washer  GB/T 93  6","5",""
"23","00002583","Flat Washer  GB/T 96.1  6","5",""
"24","50000112","Nut QC/T 885 M6","5",""
"25","00000615","Flat Washer  GB/T 97.1  10","4",""
"26","00001011","Screw  GB/T 973  M5×12","2",""
"27","10000376","Seal","2",""
"28","92004808","Spring, Gas","1",""
"29","00000993","Bolt  GB/T 5783  M8 × 25","1",""
