"Item","Part Number","Description","Qty.","Remark"
"1","00010360","Slew Drive Assembly","1",""
"2","50007642","Plate","2",""
"3","00001055","Bolt  GB/T 5783  M12 × 40","4",""
"4","00000815","Spring Washer  GB/T 93  12","4",""
"5","00000814","Flat Washer  GB/T 97.1  12","4",""
"6","00002934","Screw  GB/T 70  M6 × 35","4",""
"7","00000621","Spring Washer  GB/T 93  6","4",""
"8","00000620","Flat Washer  GB/T 97.1  6","4",""
"9","00006253","Motor Controller","1",""
"10","00010361","Bolt  GB/T 5789  M20 × 130","23",""
