"Item","Part Number","Description","Qty.","Remark"
"1","00003017","Nut","6",""
"2","00006762","Coil","6",""
"3","00006763","Spacer","3",""
"4","00010778","Cartridge, Solenoid Valve","1",""
"5","00010780","Cartridge, Relief Valve","1",""
"6","00010777","Cartridge, Flow Control Valve","1",""
"7","00010776","Cartridge, Flow Control Valve","1",""
"8","00004091","Coil","3",""
"9","00003697","Cartridge, Solenoid Valve","1",""
"10","00010533","Cartridge, Relief Valve","1",""
"11","00004243","Cartridge, Solenoid Valve","1",""
"12","00004550","Cartridge, Solenoid Valve","2",""
"13","00004383","Plug","4",""
"14","00002999","Plug","18",""
"15","00003998","Cartridge, Check Valve","1",""
"16","00011211","Body","1",""
"17","00002998","Plug","7",""
"18","00002997","Plug","2",""
"19","00001073","Plug","2",""
"20","00010779","Cartridge, Check Valve","2",""
"21","10000404","Cartridge, Check Valve","1",""
"22","00011210","Cartridge, Solenoid Valve","1",""
