"Item","Part Number","Description","Qty.","Remark"
"1","00002607","Bolt  GB/T 5783  M8 × 45","2",""
"2","00000608","Flat Washer  GB/T 97.1  8","12",""
"3","92048976","Shim","4",""
"4","00001163","Nut  GB/T 6182  M8","6",""
"5","00002326","Alarm","1",""
"6","00006260","USB Port","1",""
"7","92048966","Hinge","1",""
"8","00002488","Bolt  GB/T 5783  M8 × 35","4",""
"9","92000277","Shield, Plastic","1",""
"10","92000278","Plate","1",""
"11","00001001","Screw  GB/T 973  M4×8","3",""
"12","00006261","Bolt GB/T 5783  M5 × 35","2",""
"13","00000688","Nut  GB/T 6170  M5","2",""
"14","92048979","Lock","2",""
"15","92048954","Ground Control Box","1",""
"16","92048972","Hinge","1",""
