"Item","Part No.","Description","Qty."
"30","00001163","Nut  GB/T 6182  M8","8"
"31","00010624","Oil-water separator","1"
"32","10025627","Hose","1"
"33","10025831","Oil-water separator bracket","1"
"34","10025892","Engine swing tray weldment","1"
"35","10024887","Bumper bracket","1"
"36","10003009","Bumper","1"
"37","00002411","Bolt  GB/T 5783  M10×45","1"
"38","00002000","Washer  GB/T 96.1  8","2"
"39","00000993","Bolt  GB/T 5783  M8×25","4"
"40","10024918","Cover","1"
"41","00002162","Absorber","4"
"42","00000683","Bolt  GB/T 5783  M10×30","12"
"43","10025657","Engine bracket","1"
"44","10025656","Engine bracket","1"
"45","00000679","Washer  GB/T 93  10","6"
"46","00006122","Bolt  GB/T 5786  M12x1.25×30","11"
"47","00002206","Relay","1"
"48","00000607","Screw  GB/T 818  M5×12 - H","2"
"49","00000606","Washer  GB/T 93  5","2"
"50","00000605","Washer  GB/T 97.1  5","2"
"51","","Pump assembly (refer to 120.1)","1"
"52","","Drive pump assembly (refer to 121.1)","1"
"53","10025643","Adapter","1"
"54","00002255","Bolt  GB/T 5783  M10×55","2"
"55","00005719","5/16-18×1 3/8"" Hex bolt ANSI B18.2.1","6"
