"Item","Part No.","Description","Qty."
"1","00002572","Nut  GB/T 6183.1  M10","8"
"2","10004313","Link anchor platform weldment","2"
"3","10028382","Pin","4"
"4","00000683","Bolt  GB/T 5783  M10×30","8"
"5","00001033","Nut  GB/T 6182  M6","4"
"6","00000218","8902-06065  Pin","4"
"7","00000620","Washer  GB/T 97.1  6","8"
"8","00000775","Bolt  GB/T 5783  M6×30","4"
"9","00001037","Bolt  GB/T 5782  M10×110","3"
"10","10003253","Cable bridge","1"
"11","10003255","Spacer","3"
"12","10003482","Centering link weldment","2"
"13","00000623","Nut  GB/T 6182  M10","3"
"14","00000615","Washer  GB/T 97.1  10","3"
"15","00000251","8822-20215  Bearing","8"
"16","10000251","Sensor cover (JCPT1823RTL)","1"
"17","00000695","Angle sensor (JCPT1823RTL)","1"
"18","00000778","Washer  GB/T 97.1  4 (JCPT1823RTL)","2"
"19","00000779","Washer  GB/T 93  4 (JCPT1823RTL)","2"
"20","00001054","Screw  GB/T 70.1  M4×12 (JCPT1823RTL)","2"
"21","10018817","Inner arm  Ⅴ","1"
"22","10018819","Outer arm  Ⅴ","1"
"23","10026739","Block","4"
"24","00003841","896B-45×120.5  Pin","4"
"25","00002464","8902-12085  Pin","4"
"26","00000814","Washer  GB/T 97.1  12","4"
"27","00000815","Washer  GB/T 93  12","4"
"28","00001055","Bolt  GB/T 5783  M12×40","4"
"29","","Slider assembly (refer to 203.1)","4"
