"Item","Part No.","Description","Qty."
"24","09440072","Decal, Symbols-Max. manual force 400N","2"
"25","09440075","Decal, Label-Capacity 680kg (JCPT1523RTL)","2"
"","09440369","Decal, Label-Capacity 680kg (JCPT1823RTL)","2"
"26","09640296","Decal, Cosmetic- JCPT1523RTL (JCPT1523RTL)","2"
"","09640297","Decal, Cosmetic-JCPT1823RTL (JCPT1823RTL)","2"
"27","09410051","Decal, Symbols-Do not alter or disable limit switch","1"
"28","09410044","Decal, Symbols-Burn hazard",""
"29","09410045","Decal, Symbols-Entanglement hazard","1"
"30","09410046","Decal, Symbols-Electrocution hazard","1"
"31","09410186","Decal, Symbols-High temperature","1"
"32","09310078","Decal, Symbols-Main power switch operation","1"
"33","09410048","Decal, Symbols-Explosion/burn hazard","1"
"34","09410050","Decal, Symbols-Injection hazard","1"
