"Item","Part No.","Description","Qty."
"1","","Scissor arm assembly 5 (refer to 202.1)","1"
"2","00000423","8813-455555  Bearing","12"
"3","00003841","896B-45×120.5  Pin","12"
"4","00002464","8902-12085  Pin","16"
"5","00000814","Washer  GB/T 97.1  12","16"
"6","00000815","Washer  GB/T 93  12","16"
"7","00001055","Bolt  GB/T 5783  M12×40","16"
"8","00000578","896-45×373.5  Pin","4"
"9","","Lower lift cylinder assembly (refer to 401.1)","1"
"10","","Scissor arm assembly 1 (refer to 204.1)","1"
"11","","Safety arm assembly (refer to 205.1)","1"
"12","","Scissor arm assembly 2-3 (JCPT1823RTL) (refer to 206.1)","1"
"13","","Upper lift cylinder assembly (refer to 402.1)","1"
"14","","Scissor arm assembly 4 (JCPT1823RTL) (refer to 209.1)","1"
