"Item","Part No.","Description","Qty."
"26","10025392","Pin (JCPT1823RTL)","1"
"27","00000829","Screw  GB/T 70.3  M6×12","2"
"28","10025317","Plate, Limit (JCPT1823RTL)","1"
"29","00000774","Screw  GB/T 70.1  M6×20","2"
"30","00003841","896B-45×120.5  Pin","4"
"31","00002464","8902-12085  Pin","4"
"32","00000814","Washer  GB/T 97.1  12","4"
"33","00000815","Washer  GB/T 93  12","4"
"34","00001055","Bolt  GB/T 5783  M12×40","4"
"35","00000087","899-60268  Pin","2"
"36","00000430","8813-607040  Bearing","8"
"37","10003252","Spacer sleeve","4"
"38","10003250","Washer","4"
"39","00000953","Circlips  GB/T 894.1-60","4"
"40","10005186","Clamp","1"
"41","10005613","Clamp","1"
"42","00002029","Screw  GB/T 70.1  M6×12","2"
