"Item","Part No.","Description","Qty."
"1","00002891","Bolt  GB/T 16674  M10×110","2"
"2","10000252","Platform slider","4"
"3","00000439","8813-38.1×44.45×50.8  Bearing","6"
"4","00002572","Nut  GB/T 6183.1  M10","14"
"5","00002098","896B-38.1×146  Pin","4"
"6","10000293","Outer arm 5","1"
"7","10015431","Inner arm 3","1"
"8","00002884","Bolt  GB/T 16674  M10×100","2"
"9","00001027","Bolt  GB/T 5782  M10×80","12"
"10","00000623","Nut  GB/T 6182  M10","12"
"11","00000595","895-38.1×220  Pin","1"
"12","10000256","Spacer sleeve","2"
"13","10014451","Inner arm 2","1"
"14","00000568","898-38.1×638.5  Pin","5"
"15","10000264","Block","24"
"16","10000285","Outer arm","1"
"--","10014904","Left single link","1"
"--","10014903","Right single link","1"
"17","10000255","Chassis slider","2"
"18","00002096","896B-38.1×25A  Pin","2"
"19","10019581","Inner arm 1","1"
"20","","Lower lift cylinder assembly (without seal kit) (refer to 
401.1)","1"
"21","10001170","Hose (to tank)","1"
"22","10000265","Pothole pusher","2"
"23","00005412","Bolt  GB/T 16674  M10×45","1"
"24","00002877","Bolt  QC/T 340  M10×35","7"
"25","00000220","8902-10080  Pin","2"
"26","00000596","895-38.1×236  Pin","1"
