"Item","Part No.","Description","Qty."
"23","00000615","Washer  GB/T 97.1  10","1"
"24","10014558","Bumper (JCPT0812HA, JCPT1012HA, JCPT1212HA)","1"
"","10014559","Bumper (JCPT1412HA, JCPT1612HAS)","1"
"","10014560","Bumper (JCPT1612HA, JCPT1614HA)","1"
"25","00002572","Nut  GB/T 6183.1  M10","2"
"26","00000608","Washer  GB/T 97.1  8","4"
"27","00001163","Nut  GB/T 6182  M8","4"
"28","00000535","Filter assembly","1"
"--","00003061","Filter element","1"
"29","00001508","Straight fitting","2"
"30","00002864","Bolt  QC/T 340  M6×16","2"
"31","10013657","Filter bracket","1"
"32","00000832","Screw  GB/T 70.3  M6×25","3"
"33","00002574","Nut  GB/T 6183.1  M6","3"
"34","","Function manifold (refer to 403.1)","1"
"35","00002873","Bolt  QC/T 340  M10×20","2"
"36","00000992","Circlips  GB/T 894.1-25","2"
"37","00000384","8832-26  Bearing","2"
"38","00002234","Screw  GB/T 70.1  M10×55","1"
"39","10000539","Bumper","1"
