"Item","Part No.","Description","Qty."
"1","00008649","Shell components","1"
"2","00000713","Emergency stop switch","1"
"--","00003045","Red mushroom head","1"
"--","00003046","Base with 1 NO contact","1"
"3","00002328","Decal, Emergency stop panel","1"
"4","00008650","USB Cable","1"
"5","00008646","Decal, Platform control panel","1"
"6","00009010","Joystick","1"
"--","00003033","Function enable switch","1"
"--","00009012","Joystick cover","1"
"--","00003035","Joystick steer switch","1"
"--","00003036","Switch boot","1"
"7","00008651","Connector","1"
"8","00008652","Connector Cap","1"
"9","00008647","Coil cord","1"
"--","00007855","Hood","1"
"--","00007856","Female insert","1"
"--","00007857","Female contacts","5"
"--","00003043","Cable gland","1"
"10","00000712","Alarm","1"
"11","00008648","PCU Main board","1"
"12","00007728","Platform control box harness (JCPT0808HA/AC)","1"
"","00008450","Platform control box harness (JCPT0812HA/AC)","1"
"","00007726","Platform control box harness (JCPT1008HA/AC)","1"
"","00007722","Platform control box harness (JCPT1012HA/AC)","5"
"","00007705","Platform control box harness (JCPT1212HA/AC)","1"
"","00007701","Platform control box harness (JCPT1412HA/AC)","1"
