"Item","Part No.","Description","Qty."
"1","00004298","Screw  GB/T 5789  M5×10","6"
"2","10016545","Cover","1"
"3","00002523","Screw  GB/T 973  M5×16","2"
"4","10000488","Beacon cover","1"
"5","00000740","Beacon","1"
"6","00004736","8813-38.1×44.45×22  Bearing","2"
"7","00007932","Limit switch (option)","1"
"8","00002573","Nut  GB/T 6183.1  M5","4"
"9","00000605","Washer  GB/T 97.1  5","10"
"10","00002392","Screw  GB/T 70.1  M5×40","4"
"11","00007932","Limit switch","1"
"12","10000631","Switch bracket","1"
"13","10025198","Signal plate 2 (option)","1"
"14","00000778","Washer  GB/T 97.1  4","6"
"15","00000779","Washer  GB/T 93  4","6"
"16","00001054","Screw  GB/T 70.1  M4×12","6"
"17","10025197","Signal plate 1","1"
"18","00001246","Screw  GB/T 70.1  M5×16","2"
"19","00000606","Washer  GB/T 93  5","6"
"20","00002484","Screw  GB/T 70.1  M5×25","4"
"21","10002372","Sensor bracket","1"
"22","00004796","Rotary sensor","1"
"23","10018267","Sensor cover","1"
"24","00000999","Screw  GB/T 973  M5×10","2"
"25","10000039","Sheath","1"
