"Item","Part No.","Description","Qty."
"13","09410009","Decal, Warning-Change battery (Lead-acid Battery) 
(JCPT1212HA/AC)","1"
"","09410011","Decal, Warning-Change battery (Lead-acid Battery) 
(JCPT1412HA/AC, JCPT1612HA/AC, JCPT1614HA/AC)","1"
"","09410189","Decal, Warning-Change battery (Lithium Battery) 
(JCPT0808HA/AC, JCPT1008HA/AC, JCPT1012HA/AC)","1"
"","09410190","Decal, Warning-Change battery (Lithium Battery) 
(JCPT1212HA/AC, JCPT1412HA/AC, JCPT1612HA/AC, 
JCPT1614HA/AC)","1"
"14","09410129","Decal, Warning-Charge warning","1"
"15","09410001","Decal, Danger-Explosion/burn hazard","1"
"16","09430003","Decal, Danger-Keep away from moving parts 
(JCPT0808HA/AC, JCPT1008HA/AC, JCPT1012HA/AC, 
JCPT1212HA/AC)","3"
"","09430003","Decal, Danger-Keep away from moving parts 
(JCPT1412HA/AC, JCPT1612HA/AC, JCPT1614HA/AC)","5"
"17","09430001","Decal, Danger-Safety arm","2"
"","09430001","Decal, Danger-Safety arm","4"
"18","09440301","Decal, Warning-Max. manual force 90 lbs    400N 
(JCPT1012HA/AC)","2"
"","09440302","Decal, Warning-Max. manual force 90 lbs    400N (Indoor)     
45 lbs    200N (Outdoor) (JCPT0808HA/AC, 
JCPT1008HA/AC, JCPT1212HA/AC, JCPT1412HA/AC, 
JCPT1612HA/AC, JCPT1614HA/AC)","2"
"19","09640124","Decal, Cosmetic-JCPT0808HA (JCPT0808HA)","2"
"","09640125","Decal, Cosmetic-JCPT0808AC (JCPT0808AC)","2"
"","09640126","Decal, Cosmetic-JCPT1008HA (JCPT1008HA)","2"
"","09640127","Decal, Cosmetic-JCPT1008AC (JCPT1008AC)","2"
"","09640128","Decal, Cosmetic-JCPT1012HA (JCPT1012HA)","2"
"","09640129","Decal, Cosmetic-JCPT1012AC (JCPT1012AC)","2"
"","09640130","Decal, Cosmetic-JCPT1212HA (JCPT1212HA)","2"
"","09640131","Decal, Cosmetic-JCPT1212AC (JCPT1212AC)","2"
"","09640132","Decal, Cosmetic-JCPT1412HA (JCPT1412HA)","2"
"","09640133","Decal, Cosmetic-JCPT1412AC (JCPT1412AC)","2"
"","09640134","Decal, Cosmetic-JCPT1612HA (JCPT1612HA)","2"
