"Item","Part No.","Description","Qty."
"1","00003629","Hose assembly","1"
"2","00003630","Hose assembly","1"
"3","00003631","Hose assembly","1"
"4","00003632","Hose assembly","1"
"5","00002287","Hose assembly","1"
"6","00003633","Hose assembly","1"
"7","00003634","Hose assembly","1"
"8","00003635","Hose assembly","4"
"9","00003636","Hose assembly","3"
"10","00003637","Hose assembly","1"
"11","00001266","Straight fitting","2"
"12","00001262","Straight fitting","2"
"13","00001772","Straight fitting","1"
"14","00002073","Straight fitting","1"
"15","00003585","Straight fitting","2"
"16","00002072","Straight fitting","2"
"17","00001775","Straight fitting","2"
"18","00001282","Straight fitting","2"
"19","00002138","Straight fitting","1"
"20","00002135","Straight fitting","2"
"21","00001240","Tee fitting","1"
"22","00001237","Tee fitting","2"
"23","00001835","Elbow","1"
"24","00001832","Elbow","2"
"25","00001841","Elbow","4"
"26","00001077","Plug  VSTI22×1.5ED","1"
