"Item","Part No.","Description","Qty."
"1","10000171","Fuel tank door","1"
"2","10002798","Latch","1"
"3","00000612","Screw  GB/T 818  M5×20 - H","4"
"4","00000606","Washer  GB/T 93  5","4"
"5","00000605","Washer  GB/T 97.1  5","4"
"6","10002641","Left door","1"
"7","00001986","Screw  GB/T 818  M6×16 - H","41"
"8","10002645","Control door plate","1"
"9","10002550","Magnet","2"
"10","10002660","Hinge","1"
"11","00000620","Washer  GB/T 97.1  6","41"
"12","00001033","Nut  GB/T 6182  M6","41"
"13","10002657","Hinge","1"
"14","","Hydraulic tray assembly (refer to 109.1)","1"
"15","10002647","Gas shock bracket","1"
"16","00000993","Bolt  GB/T 5783  M8×25","6"
"17","10002659","Gas shock","2"
"18","00000608","Washer  GB/T 97.1  8","12"
"19","00001163","Nut  GB/T 6182  M8","10"
"20","10002648","Gas shock bracket","1"
"21","00000613","Nut  GB/T 6182  M5","8"
"22","10002656","PC plate","2"
