"Item","Part No.","Description","Qty."
"1","","Air cleaner cap mounting weldment (refer to 117.1)","1"
"2","50001583","Clamp","4"
"3","10002734","Hose","1"
"4","10002724","Hose","1"
"5","10002717","Air cleaner bracket","1"
"6","00005182","Washer  ANSI B18.22.1  narrow  3/8","1"
"7","00005181","Washer  ANSI B18.21.1  3/8","1"
"8","00002024","3/8-16×1 3/8""  Bolt  ANSI B18.2.1","1"
"9","00000620","Washer  GB/T 97.1  6","4"
"10","00000621","Washer  GB/T 93  6","4"
"11","00000743","Bolt  GB/T 5783  M6×20","4"
"12","10002748","Muffler bracket","1"
"13","00002247","Nut  GB/T 6170  M6","4"
"14","10002749","Muffler","1"
"15","00001028","Washer  GB/T 96.1  10","4"
"16","00000679","Washer  GB/T 93  10","4"
"17","00000678","Bolt  GB/T 5783  M10×25","4"
"18","00000608","Washer  GB/T 97.1  8","6"
"19","00000609","Washer  GB/T 93  8","4"
"20","00000995","Bolt  GB/T 5783  M8×30","4"
"21","00001163","Nut  GB/T 6182  M8","2"
"22","00000875","Bolt  GB/T 5783  M8×20","1"
"23","00002000","Washer  GB/T 96.1  8","2"
"24","00002488","Bolt  GB/T 5783  M8×35","2"
"25","10002800","Air cleaner","1"
"--","10002943","Filter element (outer)","1"
"--","10009453","Filter element (inner)","1"
