"Item","Part No.","Description","Qty."
"1","10002491","Frame weldment","1"
"2","00003611","895-38.1×355  Pin","1"
"3","00000220","8902-10080  Pin","1"
"4","00000679","Washer  GB/T 93  10","1"
"5","00000615","Washer  GB/T 97.1  10","1"
"6","00000683","Bolt  GB/T 5783  M10×30","1"
"7","00000369","8812-252825  Bearing","4"
"8","00000438","8813-38.1×44.45×31.75  Bearing","2"
"9","10002533","Washer","4"
"10","","Steer axle assembly (refer to 102.1)","1"
"11","00000583","895-25125  Pin","2"
"12","00000217","8902-06045  Pin","2"
"13","00000620","Washer  GB/T 97.1  6","2"
"14","00000621","Washer  GB/T 93  6","2"
"15","00000818","Bolt  GB/T 5783  M6×16","2"
