"Item","Part No.","Description","Qty."
"1","10000462","Nut","1"
"2","10000465","Fitting","1"
"3","00002518","Washer 
JB/T 982  13","2"
"4","10000464","Fitting","1"
"5","00000520","Air cleaner","1"
"6","00001246","Screw  GB/T 70.1  M5×16","8"
"7","00000606","Washer  GB/T 93  5","10"
"8","00000743","Bolt  GB/T 5783  M6×20","20"
"9","00000621","Washer  GB/T 93  6","20"
"10","00000620","Washer  GB/T 97.1  6","20"
"11","00000605","Washer  GB/T 97.1  5","6"
"12","00002246","Bolt  GB/T 5783  M5×12","2"
"13","10013555","Keeper bar","1"
"14","00002153","Tank cover","1"
"15","00002154","Filter web","1"
"16","00001873","Level gauge","1"
"17","00001837","Elbow","2"
"18","00002071","Straight fitting","3"
"19","00003113","Return filter","1"
"--","00004416","Filter element","1"
"20","10000069","Pipe","1"
"21","00001242","Tee fitting","1"
"22","00003844","Straight fitting","1"
"23","00001240","Tee fitting","1"
"24","00003843","Straight fitting","1"
"25","00001074","Plug  VSTI16×1.5ED","1"
"26","00001076","Plug  VSTI20×1.5ED","1"
"27","50001437","Flange","1"
"28","00001536","O-ring  As568A 82.22×2.62","1"
