"Item","Part No.","Description","Qty."
"1","00006231","Wheel (black)","1"
"","10002574","Wheel (grey)","1"
"2","00003957","Drive hub","1"
"3","00002046","Bolt  GB/T 5783  M12×35","2"
"4","00000815","Washer  GB/T 93  12","2"
"5","00000814","Washer  GB/T 97.1  12","2"
"6","00001236","Nut  GB/T 889.1  M4","8"
"7","00000778","Washer  GB/T 97.1  4","8"
"8","10002571","Switch plate","2"
"9","00000604","Screw  GB/T 70.1  M4×16","4"
"10","00003549","Limit switch","2"
"11","00002228","Screw  GB/T 70.1  M4×25","4"
"12","10002573","Adjusting plate","1"
"13","10002572","Bumper","1"
"14","00000997","Washer  GB/T 97.1  16","6"
"15","00001035","Washer  GB/T 93  16","6"
"16","00003103","5/8-11×1 3/4""  Bolt  ANSI B18.2.1","6"
"17","00003115","7/16-14×1 1/2""  Bolt  ANSI B18.2.1","2"
"18","10002531","Washer","2"
"19","","Rear motor assembly (refer to 106.1)","1"
"20","10002568","Rear motor housing weldment","1"
"21","10002570","Cover","1"
"22","50000112","Nut","2"
"23","00000743","Bolt  GB/T 5783  M6×20","2"
"24","00000621","Washer  GB/T 93  6","2"
"25","00000620","Washer  GB/T 97.1  6","2"
"26","00002274","5/8-18UNF  Nut","9"
