"Item","Part Number","Description","Qty.","Remark"
"1","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"2","93000016","Spring Washer Ф10.2","4",""
"3","00000219","8902-10060 Pin,Lock","4",""
"4","93301095","Pin","2",""
"5","93000595","Washer, Thrust","8",""
"6","","Steer Cylinder Assembly (Refer to 5-1)","2",""
"7","93301082","Pin","2",""
"8","00001054","Screw  GB/T 70  M4 × 12","8",""
"9","93300021","Angle Sensor","4",""
"10","93000160","Pin","2",""
"11","00002464","8902-12085 Pin,Lock","2",""
"12","00002046","Bolt  GB/T 5783  M12 × 35","2",""
"13","93000017","Spring Washer Ф12.4","4",""
"14","00000222","8902-16095 Pin,Lock","2",""
"15","00001161","Bolt  GB/T 5783  M16 × 40","6",""
"16","93305316","Spring Washer Ф16.4","8",""
"17","93301090","Pin","2",""
"18","00000816","Bolt  GB/T 5783  M12 × 25","2",""
"19","93300431","Cover","2",""
"20","93000596","Washer, Thrust","4",""
"21","93000600","Washer, Thrust","8",""
"22","93300423","8813-606560 Sleeve Bearing","8",""
"23","93000597","Washer, Thrust","8",""
"24","93000391","Cover","4",""
"25","93200546","Parallel Guider","2",""
"26","00000224","8902-16150 Pin,Lock","2",""
"27","00009115","Bolt  GB/T 5783  M16 × 35","2",""
"28","93301070","Pin","2",""
"29","00002734","Bolt  GB/T 5783  M20 × 55","2",""
