"Item","Part Number","Description","Qty.","Remark"
"1","00012325","Fitting, Straight","4",""
"2","00001508","Fitting, Straight","4",""
"3","50011211","Hose Assembly","1",""
"4","50011211","Hose Assembly","1",""
"5","00002138","Fitting, Straight, Bulkhead","8",""
"6","50011219","Hose Assembly","4",""
"7","00003870","Fitting, 90°, Bulkhead","4",""
"8","00001835","Fitting, 90°","12",""
"9","50010880","Hose Assembly, Tube","1",""
"10","00001504","Fitting, Straight","1",""
"11","00003088","Fitting, Straight","1",""
"12","50010879","Hose Assembly, Tube","1",""
"13","90011970","Valve, Flow Control, Adjustable","1",""
"14","00001507","Fitting, Straight","1",""
"15","00001240","Fitting, Tee","1",""
"16","50011221","Hose Assembly","1",""
"17","50011259","Hose Assembly","2",""
"18","00001506","Fitting, Straight","14",""
"19","50011210","Hose Assembly","2",""
"20","50010877","Hose Assembly, Tube","1",""
"21","50010878","Hose Assembly, Tube","1",""
"22","50011220","Hose Assembly","1",""
"23","50011199","Hose Assembly","2",""
"24","50010872","Hose Assembly, Tube","1",""
"25","50010871","Hose Assembly, Tube","1",""
"26","00001316","Fitting, Straight","1",""
"27","50010873","Hose Assembly, Tube","1",""
"28","00005926","Fitting, Straight, Red","1",""
"29","00002121","Fitting, Tee","1",""
