"Item","Part Number","Description","Qty.","Remark"
"1","00002272","Nut  GB/T 6170  M20","12",""
"2","00001103","Flat Washer 20 JB/ZQ 4080-2006","6",""
"3","00002339","Bolt  GB/T 5783  M16 × 55","2",""
"4","00001102","Flat Washer 16 JB/ZQ 4080-2006","6",""
"5","50010464","Support","1",""
"6","00002466","Cotter Pin  GB/T 91  4 × 28","6",""
"7","50010468","Wire rope","2",""
"8","00002527","Bolt  GB/T 5782  M12 × 80","4",""
"9","00000815","Spring Washer  GB/T 93  12","6",""
"10","00000814","Flat Washer  GB/T 97.1  12","6",""
"11","92101831","Support","1",""
"12","93306303","Bolt","2",""
"13","92101798","Plate","1",""
"14","00001055","Bolt  GB/T 5783  M12 × 40","2",""
"15","00000608","Flat Washer  GB/T 97.1  8","12",""
"16","00000609","Spring Washer  GB/T 93  8","12",""
"17","00002555","Screw  GB/T 70  M8 × 25","12",""
"18","92101870","Block","2",""
"19","50010575","Pin","2",""
"20","50011082","Shim","2",""
"21","50011083","Shim","2",""
"22","","Main Telescopic Cylinder Assembly (Refer 
to 5-7)","1",""
"23","50010603","Wire rope","2",""
"24","50010513","Support","1",""
"25","00001049","Bolt  GB/T 5783  M16 × 60","4",""
"26","00000845","Screw  GB/T 70.3  M10×20","12",""
"27","92101805","Cover","2",""
"28","00000829","Screw  GB/T 70.3  M6×12","12",""
