"Item","Part Number","Description","Qty.","Remark"
"1","92000139","Insert","20",""
"2","92009458","Plug","48",""
"3","92000143","Sliding Block","6",""
"4","92029615","Shim","24",""
"5","00000674","Bolt  GB/T 5783  M10 × 20","16",""
"6","00000679","Spring Washer  GB/T 93  10","24",""
"7","00000615","Flat Washer  GB/T 97.1  10","24",""
"8","00006121","Bolt  GB/T 5786  M12×1.25 × 25","8",""
"9","00000815","Spring Washer  GB/T 93  12","12",""
"10","00000814","Flat Washer  GB/T 97.1  12","12",""
"11","50010571","Shim","1",""
"12","50010570","Sliding Block","1",""
"13","92000169","Insert","12",""
"14","92101866","Sliding Block","2",""
"15","92000126","Shim","12",""
"16","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"17","92000141","Sliding Block","2",""
"18","92102003","Sliding Block","2",""
"19","00006122","Bolt  GB/T 5786  M12×1.25 × 30","4",""
"20","00000608","Flat Washer  GB/T 97.1  8","2",""
"21","00001163","Nut  GB/T 6182  M8","2",""
"22","50010598","Bracket","1",""
"23","00000744","Screw  GB/T 70  M8 × 40","2",""
"24","50010599","Guide plate","1",""
"25","00001041","Bolt  GB/T 5783  M10 × 40","4",""
"26","92102015","Shim","6",""
"27","50010601","Sliding Block","2",""
