"Item","Part Number","Description","Qty.","Remark"
"29","50002018","Spacer","4",""
"30","00002920","8811-304040 Sleeve Bearing","2",""
"31","92101828","Wheel, Nylon","2",""
"32","00010168","893C-30059 Pin, Pivot","2",""
"33","92101824","Support","1",""
"34","00000670","Screw  GB/T 70  M12 × 40","6",""
"35","00001100","Washer 12 JB/ZQ 4080-2006","6",""
"36","00002238","Screw  GB/T 70  M10 × 35","2",""
"37","92101801","Guide plate","1",""
"38","92101802","Guide plate","1",""
"39","00002249","Screw  GB/T 70  M10 × 20","2",""
