"Item","Part Number","Description","Qty.","Remark"
"1","00001036","Bolt  GB/T 5783  M16 × 50","1",""
"2","00001035","Spring Washer  GB/T 93  16","1",""
"3","00000997","Flat Washer  GB/T 97.1  16","1",""
"4","00000222","8902-16095 Pin, Lock","1",""
"5","92048701","Pin, Pivot","1",""
"6","92051388","Shim","2",""
"7","92051390","Shim","2",""
"8","92048436","8813-657560 Sleeve Bearing","2",""
"9","50010768","Connecting Rod","1",""
"10","00000432","8813-708070 Sleeve Bearing","4",""
"11","92051386","Shim","4",""
"12","92051387","Shim","4",""
"13","00012224","893C-70336 Pin, Pivot","1","BA44RT 
BA41RT"
"","00012376","893C-70292 Pin, Pivot","1","BA36RT"
"14","50010473","Cover","2",""
"15","00000765","Screw  GB/T 70.3  M8×20","8",""
"16","00000845","Screw  GB/T 70.3  M10×20","4",""
"17","00006424","Screw  GB/T 70  M12 × 130","1",""
"18","00001249","Nut  GB/T 6182  M12","1",""
"19","00012230","895-70307 Pin, Pivot","1",""
"20","50010780","Connecting Rod","1",""
"21","00000875","Bolt  GB/T 5783  M8 × 20","4",""
"22","00000609","Spring Washer  GB/T 93  8","20",""
"23","00002000","Flat Washer  GB/T 96.1  8","2",""
"24","50011822","Bracket, Switch","1",""
"25","00012748","Proximity Switch","1",""
"26","00001063","Bolt  GB/T 5783  M8 × 16","14",""
"27","00000608","Flat Washer  GB/T 97.1  8","22",""
