"Item","Part Number","Description","Qty.","Remark"
"1","00000608","Flat Washer  GB/T 97.1  8","1",""
"2","00000609","Spring Washer  GB/T 93  8","1",""
"3","00001851","Bolt  GB/T 5783  M8 × 60","1",""
"4","92013750","Plate","1",""
"5","00000316","Clamp","1",""
"6","93200273","Bracket","1",""
"7","93000017","Spring Washer Ф12.4","3",""
"8","00001055","Bolt  GB/T 5783  M12 × 40","3",""
"9","92029394","Engine ECU","1",""
"10","93000014","Spring Washer Ф6.1","4",""
"11","00000619","Bolt  GB/T 5783  M6 × 25","4",""
"12","93303714","Rubber Mounting","1",""
"13","93000295","Shim","4",""
