"Item","Part Number","Description","Qty.","Remark"
"1","00006122","Bolt  GB/T 5786  M12×1.25 × 30","12",""
"2","00000815","Spring Washer  GB/T 93  12","16",""
"3","00000814","Flat Washer  GB/T 97.1  12","16",""
"4","92000111","Shim","24",""
"5","92000169","Insert","16",""
"6","92009458","Plug","24",""
"7","92000121","Sliding Block","6",""
"8","00005011","Bolt  GB/T 5786  M12×1.5 × 40","4",""
"9","92051390","Shim","2",""
"10","92051388","Shim","2",""
"11","92048436","8813-657560 Sleeve Bearing","2",""
"12","50010696","Bracket","1",""
"13","00000688","Nut  GB/T 6170  M5","4",""
"14","00000605","Flat Washer  GB/T 97.1  5","12",""
"15","00002268","Bolt  GB/T 5783  M5 × 20","4",""
"16","00000606","Spring Washer  GB/T 93  5","8",""
"17","93300023","Length Angle Sensor","1",""
"18","00002484","Screw  GB/T 70  M5 × 25","4",""
"19","50010515","Cover","4",""
"20","00000830","Screw  GB/T 70.3  M6×16","16",""
"21","00012229","895-65775 Pin, Pivot","1",""
"22","00000223","8902-16120 Pin, Lock","1",""
"23","00001036","Bolt  GB/T 5783  M16 × 50","1",""
"24","00001035","Spring Washer  GB/T 93  16","1",""
"25","00000997","Flat Washer  GB/T 97.1  16","1",""
"26","50010692","Sliding Block","2",""
