"Item","Part Number","Description","Qty.","Remark"
"1","00006121","Bolt  GB/T 5786  M12×1.25 × 25","8",""
"2","00000815","Spring Washer  GB/T 93  12","8",""
"3","00000814","Flat Washer  GB/T 97.1  12","8",""
"4","92000126","Shim","12",""
"5","92101866","Sliding Block","4",""
"6","92000169","Insert","8",""
"7","92009458","Plug","32",""
"8","92000139","Insert","8",""
"9","92000141","Sliding Block","4",""
"10","92029615","Shim","12",""
"11","00000678","Bolt  GB/T 5783  M10 × 25","8",""
"12","00000679","Spring Washer  GB/T 93  10","8",""
"13","00000615","Flat Washer  GB/T 97.1  10","8",""
"14","50011388","Cover","2",""
"15","00000829","Screw  GB/T 70.3  M6×12","8",""
"16","00000876","Screw  GB/T 70  M6 × 16","4",""
"17","00000621","Spring Washer  GB/T 93  6","6",""
"18","00000620","Flat Washer  GB/T 97.1  6","6",""
"19","50011566","Cover","1",""
"20","00000613","Nut  GB/T 6182  M5","4",""
"21","00000605","Flat Washer  GB/T 97.1  5","8",""
"22","50011390","Bracket","1",""
"23","93300023","Length Angle Sensor","1",""
"24","00002484","Screw  GB/T 70  M5 × 25","4",""
"25","00000743","Bolt  GB/T 5783  M6 × 20","2",""
