"Item","Part Number","Description","Qty.","Remark"
"1","00000830","Screw  GB/T 70.3  M6×16","16",""
"2","50011736","Cover","4",""
"3","50011082","Shim","6",""
"4","50011083","Shim","6",""
"5","00000761","8813-455545 Sleeve Bearing","6",""
"6","50010993","Linkage","1",""
"7","00002059","Bolt  GB/T 5783  M12 × 30","2",""
"8","93000017","Spring Washer Ф12.4","2",""
"9","00002465","8902-12120 Pin, Lock","2",""
"10","50011081","Pin, Pivot","1","BA44RT 
BA36RT"
"","50011408","Pin, Pivot","1","BA41RT"
"11","50011735","Pin, Pivot","1",""
"12","50011738","Pin, Pivot","1",""
"13","50010984","Linkage","1",""
