"Item","Part Number","Description","Qty.","Remark"
"30","00001103","Flat Washer 20 JB/ZQ 4080-2006","2",""
"31","93000837","Pin","2",""
"32","93000598","Washer, Thrust","6",""
"33","93301069","Pin","2",""
"34","00000223","8902-16120 Pin,Lock","4",""
"35","","Axle Extend Cylinder Assembly (Refer to 
5-2)","2",""
"36","93000602","Washer, Thrust","2",""
"37","93300223","8813-120125120 Sleeve Bearing","4",""
"38","93000450","Support","2",""
"39","00002555","Screw  GB/T 70  M8 × 25","8",""
"40","93000015","Spring Washer Ф8.2","8",""
"41","93000599","Washer, Thrust","2",""
"42","93200553","Support Arm","2",""
"43","93300224","8813-707570 Sleeve Bearing","4",""
"44","93000601","Washer, Thrust","2",""
"45","93301091","Pin","2",""
"46","93000889","Axle Pivot","2",""
"47","93300424","8813-606535 Sleeve Bearing","4",""
"48","93000605","Knuckle","2",""
