"Item","Part Number","Description","Qty.","Remark"
"1","00006122","Bolt  GB/T 5786  M12×1.25 × 30","12",""
"2","00000815","Spring Washer  GB/T 93  12","16",""
"3","00000814","Flat Washer  GB/T 97.1  12","16",""
"4","92000111","Shim","24",""
"5","92000121","Sliding Block","6",""
"6","92000169","Insert","16",""
"7","92009458","Plug","24",""
"8","00005011","Bolt  GB/T 5786  M12×1.5 × 40","4",""
"9","92051390","Shim","2",""
"10","92051388","Shim","2",""
"11","92048436","8813-657560 Sleeve Bearing","2",""
"12","00000817","Screw  GB/T 70  M5 × 20","4",""
"13","00000605","Flat Washer  GB/T 97.1  5","4",""
"14","93300023","Length Angle Sensor","1",""
"15","00000829","Screw  GB/T 70.3  M6×12","8",""
"16","50011388","Cover","2",""
"17","00012229","895-65775 Pin, Pivot","1",""
"18","00000223","8902-16120 Pin, Lock","1",""
"19","00001036","Bolt  GB/T 5783  M16 × 50","1",""
"20","00001035","Spring Washer  GB/T 93  16","1",""
"21","00000997","Flat Washer  GB/T 97.1  16","1",""
"22","50010692","Sliding Block","2",""
