"Item","Part Number","Description","Qty.","Remark"
"1","93000313","Box","1",""
"2","00001236","Nut  GB/T 889.1  M4","4",""
"3","00000778","Flat Washer 
  GB/T 97.1  4","4",""
"4","50000217","Rack, Gemel","2",""
"5","00005259","Screw  GB/T 819  M4 × 14 - H","4",""
"6","00000620","Flat Washer  GB/T 97.1  6","8",""
"7","93000315","Bracket","1",""
"8","00000742","Nut  GB/T 889.1  M6","6",""
"9","00000621","Spring Washer  GB/T 93  6","4",""
"10","00008699","Controller","1",""
"--","85000197","Controller","1","BA44RT"
"--","85000198","Controller","1","BA41RT"
"--","85000199","Controller","1","BA36RT"
"11","00000605","Flat Washer  GB/T 97.1  5","1",""
"12","00000817","Screw  GB/T 70  M5 × 20","1",""
"13","00006133","Key switch","1",""
"14","00006137","Pushbutton, red","1",""
"15","00006138","Pushbutton, green","1",""
"16","00006154","Pushbutton, red","1",""
"17","00006135","Switch, Toggle","6",""
"18","00000921","Emergency stop switch","1",""
"-","00000752","Base With 1 NC Contact","1",""
"-","00000754","Red Mushroom Head","1",""
"19","00003162","Indicator","1",""
"20","00009732","Display","1",""
"21","00001296","Lock, Column","2",""
"22","93000779","Electric Control Box Cover","1",""
"23","00002326","Alarm","1",""
