"Item","Part Number","Description","Qty.","Remark"
"1","00011513","Inlet Unit","1",""
"2","00011512","Check Valve Assembly","1",""
"3","00011511","Work Unit, Platform Swing","2",""
"4","00011509","Cover","1",""
"5","00011578","Cartridge, Check Valve","1",""
"6","00011539","Tie-Rod","1",""
"7","00011577","Lock-Washer","1",""
"8","00011544","Nut","1",""
"9","00011576","Nut","2",""
"10","00011547","Lock-Washer","2",""
"11","00011540","Tie-Rod","2",""
"12","00011522","Nut","4",""
"13","00011503","Coil","4",""
"14","00011500","Cartridge, Proportional Valve","4",""
"15","00011537","Seal","4",""
"16","00011502","Coil","1",""
"17","00011579","Cartridge, Solenoid Valve","1",""
"18","00011580","Cartridge, Relief Valve","1",""
