"Item","Part Number","Description","Qty.","Remark"
"1","00005201","Screw  GB/T 70  M6 × 50","3",""
"2","93000014","Spring Washer Ф6.1","5",""
"3","00002610","Tilt Sensor","2",""
"4","93300913","Spacer","3",""
"5","00002335","Bolt  GB/T 5782  M6 × 60","2",""
"6","93300979","Plate","1",""
"7","00007021","Clamp","1",""
"8","93000098","U-Bolt","1",""
"9","00001999","Nut  GB/T 6170  M10","4",""
"10","93000016","Spring Washer Ф10.2","6",""
"11","00002183","Return Oil Block","1",""
"12","00004103","Screw  GB/T 70  M8 × 65","4",""
"13","93000015","Spring Washer Ф8.2","9",""
"14","93000069","Retainer","1",""
"15","93303714","Rubber Mounting","1",""
"16","93000295","Shim","4",""
"17","00000623","Nut  GB/T 6182  M10","2",""
"18","00002488","Bolt  GB/T 5783  M8 × 35","3",""
"19","00012411","Terminal Strip","1",""
"20","93000067","Hook, Battery Hold Down","2",""
"21","00001163","Nut  GB/T 6182  M8","1",""
"22","00002212","Horn","1",""
"23","00000993","Bolt  GB/T 5783  M8 × 25","1",""
"24","00000816","Bolt  GB/T 5783  M12 × 25","6",""
"25","93000017","Spring Washer Ф12.4","6",""
"26","93000070","Support","1",""
"27","93000068","Rubber Mounting","1",""
"28","00004485","Battery","2",""
