"Item","Part Number","Description","Qty.","Remark"
"1","00000997","Flat Washer  GB/T 97.1  16","1",""
"2","00001035","Spring Washer  GB/T 93  16","1",""
"3","00001161","Bolt  GB/T 5783  M16 × 40","1",""
"4","00012228","895-65512 Pin, Pivot","1","BA44RT 
BA41RT"
"","00012373","895-65470 Pin, Pivot","1","BA36RT"
"5","00000223","8902-16120 Pin, Lock","1",""
"6","92051390","Shim","4",""
"7","92051388","Shim","4",""
"8","","Tower Lifting Cylinder Assembly (Refer to 
5-3)","1",""
"9","00000846","Screw  GB/T 70.3  M10×25","4",""
"10","00000765","Screw  GB/T 70.3  M8×20","8",""
"11","50010473","Cover","2",""
"12","00012223","893C-65390 Pin, Pivot","1",""
