"Item","Part Number","Description","Qty.","Remark"
"1","00009732","Display","1",""
"2","00005393","Joystick (Steer &Drive)","1",""
"3","00002940","Screw  GB/T 819  M4 × 16 - H","10",""
"4","00010011","Select switch","1",""
"5","00003162","Indica","1",""
"6","00007929","Switch, Toggle","2",""
"7","00006134","Switch, Toggle","5",""
"8","00000876","Screw  GB/T 70  M6 × 16","5",""
"9","00000621","Spring Washer  GB/T 93  6","5",""
"10","00000620","Flat Washer  GB/T 97.1  6","5",""
"11","00002326","Alarm","1",""
"12","00005391","Hinge","2",""
"13","00001252","Screw  GB/T 70  M5 × 12","8",""
"14","92000094","Bracket","1",""
"15","93000403","Platform Control Box","1",""
"16","00000993","Screw  GB/T 5783  M8 × 25","4",""
"17","00000609","Spring Washer  GB/T 93  8","4",""
"18","00000608","Flat Washer  GB/T 97.1  8","4",""
"19","00005126","Screw  GB/T 818  M3 × 8 - H","12",""
"20","00005392","Latch","2",""
"21","85000195","Controller","1",""
"22","00000605","Flat Washer  GB/T 97.1  5","4",""
"23","00000606","Spring Washer  GB/T 93  5","4",""
"24","00000817","Screw  GB/T 70  M5 × 20","4",""
"25","00000754","Red Mushroom Head","1",""
"26","00000752","Base With 1 NC Contact","1",""
"27","00000667","Plug, Toggle Switch","1",""
"28","00006135","Switch, Toggle","4",""
"29","00002712","Nut  GB/T 6170  M4","10",""
