"Item","Part Number","Description","Qty.","Remark"
"1","50011500","Tower Telescopic Cylinder Assembly","1",""
"2","92000139","Insert","16",""
"3","92000194","Sliding Block","8",""
"4","00000674","Bolt  GB/T 5783  M10 × 20","16",""
"5","00000679","Spring Washer  GB/T 93  10","16",""
"6","00000615","Flat Washer  GB/T 97.1  10","16",""
"7","50011513","Sliding Block","1",""
"8","00008960","Screw  GB/T 70  M12 × 30","2",""
"9","50011499","Bracket","1",""
"10","00012266","Counterbalance Valve (Tower Telescopic) 
(Refer to 5-12)","1",""
"11","00003135","Screw  GB/T 70  M8 × 70","4",""
"12","00000765","Screw  GB/T 70.3  M8×20","6",""
"13","92048393","Sliding Block","3",""
"14","92048401","Shim","3",""
"15","92048402","Shim","3",""
"16","00005014","Bolt  GB/T 5786  M12×1.5 × 35","4",""
"17","00000815","Spring Washer  GB/T 93  12","4",""
"18","00000814","Flat Washer  GB/T 97.1  12","4",""
"19","50011556","Seal Kit 105/85","1",""
