"Item","Part Number","Description","Qty.","Remark"
"1","00000844","Screw  GB/T 70.3  M10×16","12",""
"2","92101805","Cover","2",""
"3","00001036","Bolt  GB/T 5783  M16 × 50","2",""
"4","00001102","Flat Washer 16 JB/ZQ 4080-2006","2",""
"5","92101813","Pulley Mount, Extension Cable","1",""
"6","00000678","Bolt  GB/T 5783  M10 × 25","4",""
"7","00000679","Spring Washer  GB/T 93  10","8",""
"8","00000615","Flat Washer  GB/T 97.1  10","11",""
"9","00000684","Bolt  GB/T 5783  M10 × 35","4",""
"10","92029615","Shim","12",""
"11","92101809","Sliding Block","2",""
"12","92000139","Insert","8",""
"13","92009458","Plug","16",""
"14","92101811","Sliding Block","2",""
"15","00000623","Nut  GB/T 6182  M10","3",""
"16","92101812","Support","1",""
"17","00004603","Bolt  GB/T 5782  M10 × 120","3",""
"18","00010146","893C-60103 Pin, Pivot","1",""
"19","92101830","Spacer","2",""
"20","92101807","Pulley","2",""
"21","00002457","Washer  GB/T 893.1-110","2",""
"22","00004164","Bearing GB/T 283-1994 - NUP 212 E","2",""
"23","92101829","Spacer","1",""
"24","00000830","Screw  GB/T 70.3  M6×16","12",""
"25","50002011","Cover","6",""
"26","00010169","893C-35103 Pin, Pivot","1",""
"27","00000828","Screw  GB/T 70.3  M6×10","24",""
"28","00000416","8813-354535 Sleeve Bearing","2",""
