"Item","Part Number","Description","Qty.","Remark"
"1","00000674","Bolt  GB/T 5783  M10 × 20","24",""
"2","00000679","Spring Washer  GB/T 93  10","28",""
"3","00000615","Flat Washer  GB/T 97.1  10","60",""
"4","00001871","Pressure Filter","1",""
"5","92000113","Support","1",""
"6","00000683","Bolt  GB/T 5783  M10 × 30","18",""
"7","92100560","Support","4",""
"8","92100941","Support","2",""
"9","00000623","Nut  GB/T 6182  M10","18",""
"10","00010417","Lead-acid Battery","1","Standard"
"","00010789","Lithium Battery","1","Optional"
"11","50011687","Support","1",""
"12","50000488","Rod, Hold-Down","2",""
"13","00001163","Nut  GB/T 6182  M8","2",""
"14","00000608","Flat Washer  GB/T 97.1  8","2",""
