"Item","Part Number","Description","Qty.","Remark"
"1","00000623","Nut  GB/T 6182  M10","16",""
"2","00000615","Flat Washer  GB/T 97.1  10","30",""
"3","00007282","Pump","1",""
"4","00010658","Unloading Valve (Refer to 1-17)","1",""
"5","50008801","Bracket","1",""
"6","00001063","Bolt  GB/T 5783  M8 × 16","2",""
"7","00000609","Spring Washer  GB/T 93  8","5",""
"8","00000608","Flat Washer  GB/T 97.1  8","12",""
"9","00000683","Bolt  GB/T 5783  M10 × 30","14",""
"10","00000679","Spring Washer  GB/T 93  10","6",""
"11","00000743","Bolt  GB/T 5783  M6 × 20","24",""
"12","00000621","Spring Washer  GB/T 93  6","23",""
"13","00000620","Flat Washer  GB/T 97.1  6","35",""
"14","50001438","Seal","1",""
"15","00002071","Fitting, Straight","1",""
"16","00003113","Filter, Return Oil","1",""
"17","00001246","Screw  GB/T 70  M5 × 16","4",""
"18","90012734","Vent Plug","1",""
"19","00007341","Switch, Limit","1",""
"20","00000995","Bolt  GB/T 5783  M8 × 30","3",""
"21","50000516","Support","1",""
"22","50008707","Cover","1",""
"23","00002212","Horn","1",""
"24","00001114","Plug","1",""
"25","10000069","Hoses, steel","1",""
"26","00002029","Screw  GB/T 70  M6 × 12","3",""
"27","00002917","Tilt Sensor","1",""
"28","00000993","Bolt  GB/T 5783  M8 × 25","4",""
"29","00000623","Nut  GB/T 6182  M10","16",""
