"Item","Part Number","Description","Qty.","Remark"
"1","00000678","Bolt  GB/T 5783  M10 × 25","9",""
"2","00000679","Spring Washer  GB/T 93  10","9",""
"3","00001028","Flat Washer  GB/T 96.1  10","5",""
"4","50008733","Cover","1",""
"5","00001012","Screw  GB/T 973  M5×14","8",""
"6","00003545","Flat Washer  GB/T 96.1  5","8",""
"7","92101403","Cover","1",""
"8","00000993","Bolt  GB/T 5783  M8 × 25","2",""
"9","00000609","Spring Washer  GB/T 93  8","2",""
"10","00002000","Flat Washer  GB/T 96.1  8","2",""
"11","00006251","Nut QC/T 885 M8","2",""
"12","00000743","Bolt  GB/T 5783  M6 × 20","4",""
"13","00000621","Spring Washer  GB/T 93  6","4",""
"14","00002583","Flat Washer  GB/T 96.1  6","4",""
"15","50000112","Nut QC/T 885 M6","4",""
"16","50008731","Cover","1",""
"17","00000615","Flat Washer  GB/T 97.1  10","4",""
"18","92101175","Housing","2",""
"19","92100534","Charger Indicator","1",""
"20","00000612","Screw  GB/T 818  M5 × 20 - H","4",""
"21","10000537","Half Round Batten","2",""
"22","00000613","Nut  GB/T 6182  M5","4",""
"23","00000605","Flat Washer  GB/T 97.1  5","4",""
