"Item","Part Number","Description","Qty.","Remark"
"1","00001251","Screw  GB/T 70  M10 × 50","4",""
"2","92100049","Washer","4",""
"3","10000041","Plate, Rubber","2",""
"4","50009124","Counterweight","1","BA22CERT2"
"","50008983","Counterweight","1","BA18CERT2"
"","50008380","Counterweight","1","BA16CERT2"
"5","00001158","Bolt  GB/T 5783  M24 × 110","3",""
"6","00001153","Spring Washer  GB/T 93  24","6",""
"7","00001152","Flat Washer  GB/T 96.1  24","6",""
"8","00005262","Nut  GB/T 6182  M24","3",""
"9","00001159","Flat Washer  GB/T 97.1  24","3",""
"10","00001150","Bolt  GB/T 5783  M24 × 80","3",""
"11","10014561","Plug","2","BA22CERT2"
"","50006515","Plug","2","BA18CERT2 
BA16CERT2"
