"Item","Part Number","Description","Qty.","Remark"
"1","00001163","Nut  GB/T 6182  M8","6",""
"2","00000608","Flat Washer  GB/T 97.1  8","12",""
"3","92048976","Shim","4",""
"4","92101738","Hinge","1",""
"5","00002507","Bolt  GB/T 5783  M8 × 55","2",""
"6","00002326","Alarm","1",""
"7","00006260","USB Port","1",""
"8","92100576","Hinge","1",""
"9","00002488","Bolt  GB/T 5783  M8 × 35","4",""
"10","92048954","Ground Control Box","1",""
"11","92000277","Shield, Plastic","1",""
"12","92000278","Plate","1",""
"13","00001001","Screw  GB/T 973  M4×8","3",""
"14","00006261","Bolt  GB/T 5783  M5 × 35","2",""
"15","00000688","Nut  GB/T 6170  M5","2",""
"16","92048979","Lock","2",""
