"NO.","Material No.","Item and Spec","Units","Remark"
"1","1040100421","Screw M8×20-8.8","10","GB/T70.3-2000"
"2","00775602800601010","Limited  post","1",""
"3","00775602800601030","Cushion rubber","1",""
"4","1040100519","Screw M12×80-8.8","1","GB/T70.1-2000"
"5","1040300054","Washer 12","1","GB/T93-1987"
"6","00775606300201030","Key  switch gasket","1",""
"7","1040101606","Screw M8×12-8.8","1","GB/T70.3-2000"
"8","1010601033","Filter","1",""
"9","00775605201001010","Filter  support","1",""
"10","1040100055","Screw M6×20-8.8","2","GB/T70.1-2000"
"11","1040300062","Washer 6","2","GB/T93-1987"
"12","1040300051","Washer 6","2","GB/T97.1-2002"
"13","1011300122","Tank","1",""
"14","1010001885","Gear pump","1",""
"15","1040300067","Washer 10","2","GB/T93-1987"
"16","1040102722","Screw 3/8-24UNF-1","2",""
"17","1020005153","Hydraulic  pump drive motor","1",""
"18","00775602801601040","Protecting bush II","1",""
