"Item","Part Number","Description","Qty.","Remark"
"1","92000139","Insert","4",""
"2","92000194","Sliding Block","2",""
"3","00001834","Fitting, 90°","2",""
"4","00004922","Fitting, 90°","2",""
"5","00003607","Bolt  GB/T 5783  M8 × 50","4",""
"6","00000609","Spring Washer  GB/T 93  8","4",""
"7","00000608","Flat Washer  GB/T 97.1  8","4",""
"8","92049335","Valve","1",""
"9","92048747","JIB Telescopic Cylinder Assembly","1",""
"10","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"11","00000679","Spring Washer  GB/T 93  10","4",""
"12","00000615","Flat Washer  GB/T 97.1  10","4",""
"13","92051944","Seal Kit 60/40","1",""
