"Item","Part Number","Description","Qty.","Remark"
"1","92048595","Customized Fitting","1",""
"2","00001506","Fitting, Straight","7",""
"3","00001835","Fitting, 90°","4",""
"4","92048618","Customized Fitting","1",""
"5","92048565","Hose Assembly","1",""
"6","92048567","Hose Assembly","1",""
"7","00001507","Fitting, Straight","2",""
"8","92100114","Hose Assembly","1",""
"9","00002138","Fitting, Bulkhead, Straight","5",""
"10","92048559","Hose Assembly","1",""
"11","92100115","Hose Assembly","1",""
"12","92048561","Hose Assembly","1",""
"13","00001501","Fitting, Straight","4",""
"14","00001834","Fitting, 90°","4",""
"15","92101284","Hose Assembly","1","BT30ERT"
"","92048506","Hose Assembly","1","BT30SERT 
BT28ERT 
BT28BERT"
"","92100127","Hose Assembly","1","BT26ERT 
BT28SERT 
BT26BERT"
"","92048524","Hose Assembly","1","BT26SERT 
BT24ERT 
BT24BERT"
"16","00002137","Fitting, Bulkhead, Straight","2",""
"17","92101285","Hose Assembly","1","BT30ERT"
"","92048507","Hose Assembly","1","BT30SERT 
BT28ERT 
BT28BERT"
"","92100129","Hose Assembly","1","BT26ERT 
BT28SERT 
BT26BERT"
"","92100118","Hose Assembly","1","BT26SERT 
BT24ERT 
BT24BERT"
