"Item","Part Number","Description","Qty.","Remark"
"1","00000678","Bolt  GB/T 5783  M10 × 25","9",""
"2","00000679","Spring Washer  GB/T 93  10","9",""
"3","00001028","Flat Washer  GB/T 96.1  10","4",""
"4","92100922","Cover","1",""
"5","00000993","Bolt  GB/T 5783  M8 × 25","2",""
"6","00000609","Spring Washer  GB/T 93  8","2",""
"7","00002000","Flat Washer  GB/T 96.1  8","2",""
"8","00006251","Nut QC/T 885 M8","2",""
"9","92101175","Cover","2",""
"10","00000743","Bolt  GB/T 5783  M6 × 20","4",""
"11","00000621","Spring Washer  GB/T 93  6","4",""
"12","00002583","Flat Washer  GB/T 96.1  6","4",""
"13","50000112","Nut QC/T 885 M6","4",""
"14","92100919","Cover","1",""
"15","00000615","Flat Washer  GB/T 97.1  10","5",""
