"Item","Part Number","Description","Qty.","Remark"
"1","92100559","Charger","1","Standard"
"","00008241","Charger","1","Optional"
"2","00001033","Nut  GB/T 6182  M6","4",""
"3","00000620","Flat Washer  GB/T 97.1  6","8",""
"4","50002380","Nylon Insulator","4",""
"5","50002379","Nylon Insulator","4",""
"6","00002895","Bolt  GB/T 5783  M6 × 35","4",""
"7","92101057","Bracket, Charger","1",""
"8","00000674","Bolt  GB/T 5783  M10 × 20","4",""
"9","00000679","Spring Washer  GB/T 93  10","4",""
"10","00000615","Flat Washer  GB/T 97.1  10","4",""
