"Item","Part Number","Description","Qty.","Remark"
"1","92100910","Battery Module","1",""
"2","00001055","Bolt  GB/T 5783  M12 × 40","16",""
"3","00000815","Spring Washer  GB/T 93  12","8",""
"4","00002601","Flat Washer  GB/T 96.1  12","8",""
"5","00000814","Flat Washer  GB/T 97.1  12","16",""
"6","00001249","Nut  GB/T 6182  M12","8",""
"7","92100908","Hydraulic Module","1",""
"8","00001057","Bolt  GB/T 5783  M16 × 45","4",""
"9","00003071","Flat Washer  GB/T 96.1  16","8",""
"10","00001257","Nut  GB/T 6182  M16","4",""
