"Item","Part Number","Description","Qty.","Remark"
"1","00006121","Bolt  GB/T 5786  M12×1.25 × 25","8",""
"2","00000815","Spring Washer  GB/T 93  12","8",""
"3","00000814","Flat Washer  GB/T 97.1  12","8",""
"4","92000126","Shim","6",""
"5","92000125","Sliding Block","2",""
"6","92009458","Plug","32",""
"7","92000169","Insert","8",""
"8","92029665","Cover","1",""
"9","00000818","Bolt  GB/T 5783  M6 × 16","4",""
"10","00000621","Spring Washer  GB/T 93  6","4",""
"11","00000620","Flat Washer  GB/T 97.1  6","4",""
"12","00005753","Cotter Pin  GB/T 91  2,5 × 20","4",""
"13","92029601","Pin","2",""
"14","92048417","Pull Chain","2",""
"15","00002087","Cotter Pin  GB/T 91  3.2 × 26","2",""
"16","92029605","Disc Spring","2",""
"17","00002588","Nut  GB/T 6172.1  M18","2",""
"18","00002587","Nut  GB/T 6170  M18","2",""
"19","00002589","Flat Washer  GB/T 97.1  18","2",""
"20","92000111","Shim","6",""
"21","92000138","Sliding Block","2",""
"22","92000139","Insert","8",""
"23","92000141","Sliding Block","4",""
"24","92029615","Shim","12",""
"25","00000678","Bolt  GB/T 5783  M10 × 25","8",""
"26","00000679","Spring Washer  GB/T 93  10","8",""
"27","00000615","Flat Washer  GB/T 97.1  10","8",""
