"Item","Part Number","Description","Qty.","Remark"
"1","00007165","Battery Positive Harness","1",""
"2","00007166","Fuse Harness 2","1",""
"3","00007168","Fuse Box Power Harness","1",""
"4","00007167","DC Contactor Harness 2","1",""
"5","00007169","Emergency Pump Positive Harness","1",""
"6","00007170","Emergency Pump Negative Harness","1",""
"7","00007003","BMS Harness","1",""
"8","00007360","Fast Charge Harness","1","Optional"
"9","00007159","Fuse Harness 1","1",""
"10","00007025","Battery Negative Harness","1",""
"11","00007002","Charge Harness","1",""
"12","00007160","DC Contactor Harness 1","1",""
"13","00007162","Drive Controller Positive Harness","1",""
"14","00007164","Drive Motor Harness","1",""
"15","00007161","Pump Controller Positive Harness","1",""
"16","00007163","Pump Motor Harness","1",""
"17","00008641","Chassis Harness","1",""
"18","00008555","Ground Control Plane Harness","1",""
"19","00008551","Turret Harness","1",""
"20","00008113","PVG-1939 CANBUS Resistance","1","Standard"
"","00008114","PVG-1939 Harness","5",""
"","00008115","PVG-1939 Power Harness","1",""
"","92010012","PVG Valve Harness","1","Optional"
"21","00005344","Sensor Harness","1",""
"","00009037","Main Boom Harness","1","BT30ERT"
"22","00005347","Main Boom Harness","1","BT30SERT 
BT28ERT 
BT28BERT"
"","00005364","Main Boom Harness","1","BT28SERT 
BT26ERT 
BT26BERT"
