"Item","Part Number","Description","Qty.","Remark"
"1","00005201","Screw  GB/T 70  M6 × 50","2",""
"2","90003865","Clamp","2",""
"3","00006392","Screw  GB/T 70  M6 × 60","2",""
"4","90023286","Clamp","2",""
"5","00003607","Bolt  GB/T 5783  M8 × 50","1",""
"6","00000609","Spring Washer  GB/T 93  8","5",""
"7","00000608","Flat Washer  GB/T 97.1  8","3",""
"8","90001243","Plate","1",""
"9","90001242","Clamp","2",""
"10","92056569","Turntable Counterweight","1","BT30ERT 
BT30SERT 
BT28ERT 
BT28SERT 
BT28BERT"
"","92049367","Turntable Counterweight","1","BT26SERT"
"","92100226","Turntable Counterweight","1","BT26ERT 
BT26BERT"
"","92100878","Plug","3","BT24ERT 
BT24BERT"
"11","92100376","Plug","4","BT30ERT 
BT28ERT 
BT26ERT 
BT30SERT 
BT28SERT 
BT26SERT 
BT28BERT 
BT26BERT"
"12","00003055","Screw  GB/T 70  M24 × 100","6",""
"13","00001159","Flat Washer  GB/T 97.1  24","6",""
"14","00001049","Bolt  GB/T 5783  M16 × 60","6",""
"15","00001035","Spring Washer  GB/T 93  16","6",""
"16","00000997","Flat Washer  GB/T 97.1  16","14",""
"17","92100816","Stirrup","2",""
"18","00002611","Nut  GB/T 6172.1  M16","8",""
"19","00002510","Nut  GB/T 6170  M16","8",""
"20","92048990","Support","1",""
"21","00006642","Proximity Switch","2",""
