"Item","Part Number","Description","Qty.","Remark"
"1","00006703","Screw  GB/T 70.3  M8×105","1",""
"2","92048988","Roller","1",""
"3","92048987","Roller","1",""
"4","92048980","Shim","2",""
"5","92048961","Sliding Block","2",""
"6","00000836","Screw  GB/T 70.3  M8×12","4",""
"7","00001163","Nut  GB/T 6182  M8","1",""
"8","00000608","Flat Washer  GB/T 97.1  8","1",""
"9","92048939","Support","1",""
"10","00000623","Nut  GB/T 6182  M10","2",""
"11","00001028","Flat Washer  GB/T 96.1  10","4",""
"12","00000683","Bolt  GB/T 5783  M10 × 30","2",""
"13","92048999","Shim","1",""
"14","92048995","Shim","1",""
"15","92048393","Sliding Block","1",""
"16","00000765","Screw  GB/T 70.3  M8×20","2",""
