"Item","Part Number","Description","Qty.","Remark"
"1","00002012","Bolt  GB/T 5782  M12 × 130","1",""
"2","92048398","Roller","1",""
"3","92048400","Roller","1",""
"4","92048401","Shim","2",""
"5","92048402","Shim","2",""
"6","92048393","Sliding Block","3",""
"7","00000765","Screw  GB/T 70.3  M8×20","6",""
"8","92048403","Support","1",""
"9","00001163","Nut  GB/T 6182  M8","2",""
"10","00002000","Flat Washer  GB/T 96.1  8","4",""
"11","00000684","Bolt  GB/T 5783  M10 × 35","2",""
"12","92048396","Shim","1",""
"13","92048397","Shim","1",""
